model,prompt_label,pass_rate,sar,avg_score
deepseek-v3,Estricto,78.65168539325843,78.65168539325843,0.8932584269662921
deepseek-v3,Inductor,73.03370786516854,73.03370786516854,0.7741573033707866
deepseek-v3,Ultra,98.87640449438202,98.87640449438202,0.9943820224719101
haiku,Estricto,96.62921348314607,96.62921348314607,0.9719101123595506
haiku,Inductor,92.13483146067416,92.13483146067416,0.9325842696629213
haiku,Ultra,95.50561797752809,95.50561797752809,0.9550561797752809
