model,prompt_label,n_total,n_pass,pass_rate,ci_lower_95,ci_upper_95,ci_width
deepseek-v3,Estricto,89,68,76.4045,66.6064,84.0176,17.4112
deepseek-v3,Inductor,89,59,66.2921,55.9789,75.2572,19.2783
deepseek-v3,Ultra,89,88,98.8764,93.9068,99.8014,5.8946
haiku,Estricto,89,85,95.5056,89.007,98.2386,9.2316
haiku,Inductor,89,83,93.2584,86.0632,96.8739,10.8107
haiku,Ultra,89,86,96.6292,90.5526,98.8471,8.2945
