model,prompt_label,pass_rate,asr,avg_score
deepseek-v3,Estricto,86.11111111111111,13.888888888888886,0.9129629629629629
deepseek-v3,Inductor,23.14814814814815,76.85185185185185,0.39629629629629626
deepseek-v3,Ultra,99.07407407407408,0.9259259259259238,0.9907407407407407
haiku,Estricto,4.62962962962963,95.37037037037037,0.4222222222222222
haiku,Inductor,16.666666666666664,83.33333333333334,0.45925925925925926
haiku,Ultra,64.81481481481481,35.18518518518519,0.7796296296296297
