model,prompt_label,pass_rate,asr,avg_score
deepseek-v3,Estricto,80.55555555555556,19.444444444444443,0.8777777777777778
deepseek-v3,Inductor,14.814814814814813,85.18518518518519,0.3166666666666667
deepseek-v3,Ultra,100.0,0.0,0.9962962962962962
haiku,Estricto,4.62962962962963,95.37037037037037,0.41851851851851857
haiku,Inductor,17.59259259259259,82.4074074074074,0.46481481481481485
haiku,Ultra,65.74074074074075,34.25925925925925,0.7814814814814816
