model,0.0,0.4,0.5,0.6,0.9,1.0
gpt-oss-target,0.0,0.0,9.375,1.6666666666666667,0.0,88.95833333333333
llama,17.083333333333332,0.0,46.25,28.749999999999996,2.9166666666666665,5.0
mistral-target,4.583333333333333,0.4166666666666667,31.458333333333332,17.5,11.041666666666666,35.0
qwen-coder-target,4.375,2.2916666666666665,8.75,11.458333333333332,8.333333333333332,64.79166666666667
