model,prompt_label,n_total,n_pass,pass_rate,ci_lower_95,ci_upper_95,ci_width
deepseek-v3,Estricto,108,87,80.5556,72.0965,86.9156,14.8191
deepseek-v3,Inductor,108,21,19.4444,13.0844,27.9035,14.8191
deepseek-v3,Ultra,108,108,100.0,96.5653,100.0,3.4347
haiku,Estricto,108,8,7.4074,3.801,13.9397,10.1387
haiku,Inductor,108,19,17.5926,11.5619,25.8495,14.2876
haiku,Ultra,108,68,62.963,53.557,71.4785,17.9215
