model,prompt_label,pass_rate,sar,avg_score
deepseek-v3,Estricto,80.89887640449437,80.89887640449437,0.9044943820224719
deepseek-v3,Inductor,65.1685393258427,65.1685393258427,0.7089887640449438
deepseek-v3,Ultra,100.0,100.0,1.0
haiku,Estricto,96.62921348314607,96.62921348314607,0.9775280898876404
haiku,Inductor,91.01123595505618,91.01123595505618,0.9269662921348315
haiku,Ultra,100.0,100.0,1.0
