model,prompt_label,n_total,n_pass,pass_rate,ci_lower_95,ci_upper_95,ci_width
deepseek-v3,Estricto,80,75,93.75,86.1899,97.3011,11.1112
deepseek-v3,Inductor,80,71,88.75,79.9818,93.9673,13.9855
deepseek-v3,Ultra,80,79,98.75,93.2537,99.779,6.5253
haiku,Estricto,80,80,100.0,95.4182,100.0,4.5818
haiku,Inductor,80,73,91.25,83.0232,95.6968,12.6736
haiku,Ultra,80,80,100.0,95.4182,100.0,4.5818
