model,0.0,0.4,0.5,0.6,0.9,1.0
gpt-oss-target,0.4166666666666667,0.0,5.0,0.8333333333333334,2.083333333333333,91.66666666666666
llama,12.916666666666668,7.916666666666666,3.3333333333333335,19.166666666666668,40.0,16.666666666666664
mistral-target,0.8333333333333334,5.0,7.916666666666666,11.25,20.833333333333336,54.166666666666664
qwen-coder-target,4.583333333333333,2.083333333333333,3.3333333333333335,10.833333333333334,10.416666666666668,68.75
