model,0.0,0.4,0.5,0.6,0.9,1.0
gpt-oss-target,0.0,0.4166666666666667,4.166666666666666,2.083333333333333,2.083333333333333,91.25
llama,14.583333333333334,9.166666666666666,5.0,20.416666666666668,38.333333333333336,12.5
mistral-target,2.083333333333333,6.25,9.166666666666666,11.666666666666666,17.916666666666668,52.916666666666664
qwen-coder-target,5.416666666666667,2.5,3.75,9.583333333333334,7.5,71.25
