model,prompt_label,avg_score,pass_rate
deepseek-v3,Estricto,0.8764044943820225,76.40449438202246
deepseek-v3,Inductor,0.6617977528089888,61.79775280898876
deepseek-v3,Ultra,0.9943820224719101,98.87640449438202
haiku,Estricto,0.9887640449438202,98.87640449438202
haiku,Inductor,0.9213483146067416,92.13483146067416
haiku,Ultra,0.9775280898876404,97.75280898876404
