strategy,interrun_stdev_pp_temp0,interrun_stdev_pp_temp07,interrun_stdev_pp_temp1,interrun_stdev_pp_avg,intertemp_range_pp_avg,intertemp_stdev_pp_avg
S1,0.104,0.833,1.406,0.781,2.552,1.114
