model,prompt_label,avg_score,pass_rate
deepseek-v3,Estricto,0.9324999999999999,93.75
deepseek-v3,Inductor,0.9012499999999999,90.0
deepseek-v3,Ultra,0.99375,100.0
haiku,Estricto,0.9875,100.0
haiku,Inductor,0.9824999999999999,97.5
haiku,Ultra,0.9875,100.0
