model,prompt_label,pass_rate,sar,avg_score
deepseek-v3,Estricto,85.39325842696628,85.39325842696628,0.9269662921348315
deepseek-v3,Inductor,60.67415730337079,60.67415730337079,0.6617977528089888
deepseek-v3,Ultra,98.87640449438202,98.87640449438202,0.9943820224719101
haiku,Estricto,97.75280898876404,97.75280898876404,0.9831460674157303
haiku,Inductor,92.13483146067416,92.13483146067416,0.9269662921348315
haiku,Ultra,95.50561797752809,95.50561797752809,0.9550561797752809
