model,prompt_label,avg_score,pass_rate
deepseek-v3,Estricto,0.94375,95.0
deepseek-v3,Inductor,0.9375,95.0
deepseek-v3,Ultra,0.9949999999999999,98.75
haiku,Estricto,0.98125,100.0
haiku,Inductor,0.9824999999999999,97.5
haiku,Ultra,0.9875,100.0
