model,prompt_label,pass_rate,sar,avg_score
deepseek-v3,Estricto,76.40449438202246,76.40449438202246,0.8764044943820225
deepseek-v3,Inductor,61.79775280898876,61.79775280898876,0.6617977528089888
deepseek-v3,Ultra,98.87640449438202,98.87640449438202,0.9943820224719101
haiku,Estricto,98.87640449438202,98.87640449438202,0.9887640449438202
haiku,Inductor,92.13483146067416,92.13483146067416,0.9213483146067416
haiku,Ultra,97.75280898876404,97.75280898876404,0.9775280898876404
